0,0,0,3161,0,1,0,0,0,0,0,0,0,0,7,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,39,0,1170,0,246,0,0,0,32411,0,0,0,0
0,0,0,0,0,0,0,0,0,21779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42393,464,0,43265
3161,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,282847,0,591,0,1396,0,1782,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,3240,0,323,0,0,0,0,949533
0,0,0,0,0,0,0,21,0,0,0,0,0,0,42786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343119,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,9985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,9051
0,0,0,0,0,0,0,0,0,0,0,9985,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7,0,0,1168,0,0,42786,423,0,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1527,0,0,126,0,0,0,0,0,53,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,154,0,0,0,0,0,0,0,0
0,39,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4966,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,99107,0,0,0,0,0,411,58,0,0,0
0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99107,0,0,0,0,7015,0,0,0,0,0,36850
0,0,0,282847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,591,0,3240,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2,0,0,533,0,0
0,0,0,0,0,0,0,0,0,0,0,0,163,2,0,0,0,0,0,7015,4,0,0,0,0,21154,0,0,0,0
0,0,0,1396,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,32411,0,0,0,0,0,0,0,2343119,0,0,0,0,0,0,0,0,411,0,0,0,0,21154,0,0,342,0,0,0
0,0,42393,1782,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,342,0,0,0,0
0,0,464,0,0,0,0,0,0,0,0,1397,0,0,0,0,0,4966,0,0,0,0,533,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,43265,0,0,949533,0,0,0,0,0,9051,0,0,0,0,0,0,0,36850,0,0,0,0,0,0,0,0,0,0
